State,Soil Type,Previous Crop,Fertilizer Used,Water Hardness,Livestock,Resources,Temperature,Rainfall,Recommend Crop,Required Water,Required Fertilizer,Crop Protection Tip,Limited Resources Tip,Predicted Disease,Disease Prevention Tip
Rajasthan,Loamy,Jowar,NPK,Soft,None,None,33,2,Guar,1050,"NPK: 105 kg/ha, Compost: 1450 kg/ha",Protect from camels with thorny barriers,Use drip irrigation,Anthracnose,Apply copper-based fungicide
Rajasthan,Alluvial,Guar,NPK,Soft,Goats,None,24,3,Bajra,1150,"Urea: 85 kg/ha, Compost: 1550 kg/ha",Fence fields for goats,Use drip irrigation,Root Rot,Improve soil drainage
Rajasthan,Black Cotton,Barley,NPK,Hard,None,None,17,3,Jowar,950,"Urea: 75 kg/ha, DAP: 85 kg/ha",Protect from camels with thorny barriers,Practice crop rotation,Smut,Use treated seeds
Rajasthan,Loamy,Groundnut,NPK,Soft,Goats,Harrow,18,1,Barley,1600,"Compost: 1600 kg/ha, NPK: 100 kg/ha",Fence fields for goats,Use drip irrigation,Tikka Disease,Apply Bordeaux mixture
Rajasthan,Black Cotton,Maize,Compost,Soft,None,Harvester,40,2,Groundnut,1800,"Urea: 100 kg/ha, DAP: 95 kg/ha",Fence fields for goats,Mulching to retain moisture,Stem Borer,Use pest-resistant seeds
Rajasthan,Alluvial,Gram,Urea,Soft,Sheep,Plough,37,3,Cotton,900,"DAP: 90 kg/ha, Compost: 1400 kg/ha",Install windbreaks for sandstorms,Use drip irrigation,Wilt,Crop rotation helps
Rajasthan,Alluvial,Cotton,Compost,Hard,Sheep,Cultivator,21,2,Maize,2000,"NPK: 110 kg/ha, Urea: 70 kg/ha",Fence fields for goats,Mulching to retain moisture,Bollworm,Use biological control
Rajasthan,Loamy,Guar,NPK,Hard,Cattle,None,33,1,Bajra,1150,"Urea: 85 kg/ha, Compost: 1550 kg/ha",Use scarecrows for birds,Mulching to retain moisture,Root Rot,Improve soil drainage
Rajasthan,Alluvial,Barley,Compost,Soft,Cattle,None,24,2,Jowar,950,"Urea: 75 kg/ha, DAP: 85 kg/ha",Install windbreaks for sandstorms,Mulching to retain moisture,Smut,Use treated seeds
Rajasthan,Sandy,Maize,Urea,Soft,Cattle,Harvester,27,1,Groundnut,1800,"Urea: 100 kg/ha, DAP: 95 kg/ha",Fence fields for goats,Mulching to retain moisture,Stem Borer,Use pest-resistant seeds
Rajasthan,Sandy,Wheat,NPK,Soft,None,Sprayer,32,3,Mustard,1200,"DAP: 100 kg/ha, NPK: 120 kg/ha",Install windbreaks for sandstorms,Use drip irrigation,Rust,Use resistant varieties
Rajasthan,Sandy,Groundnut,DAP,Hard,Buffalo,Plough,28,1,Barley,1600,"Compost: 1600 kg/ha, NPK: 100 kg/ha",Use scarecrows for birds,Use drip irrigation,Tikka Disease,Apply Bordeaux mixture
Rajasthan,Sandy,Gram,NPK,Hard,Goats,Plough,16,2,Cotton,900,"DAP: 90 kg/ha, Compost: 1400 kg/ha",Install windbreaks for sandstorms,Mulching to retain moisture,Wilt,Crop rotation helps
Rajasthan,Sandy,Maize,DAP,Hard,Camels,Rotavator,20,3,Groundnut,1800,"Urea: 100 kg/ha, DAP: 95 kg/ha",Protect from camels with thorny barriers,Practice crop rotation,Stem Borer,Use pest-resistant seeds
Rajasthan,Black Cotton,Mustard,NPK,Hard,Buffalo,None,27,1,Gram,1100,"Urea: 60 kg/ha, Compost: 1300 kg/ha",Fence fields for goats,Practice crop rotation,Powdery Mildew,Use sulfur spray
Rajasthan,Black Cotton,Groundnut,Urea,Soft,Sheep,Combine,30,3,Barley,1600,"Compost: 1600 kg/ha, NPK: 100 kg/ha",Fence fields for goats,Mulching to retain moisture,Tikka Disease,Apply Bordeaux mixture
Rajasthan,Sandy,Mustard,DAP,Hard,Camels,None,22,1,Gram,1100,"Urea: 60 kg/ha, Compost: 1300 kg/ha",Protect from camels with thorny barriers,Use drip irrigation,Powdery Mildew,Use sulfur spray
Rajasthan,Black Cotton,Gram,Compost,Hard,Camels,Sprayer,23,1,Cotton,900,"DAP: 90 kg/ha, Compost: 1400 kg/ha",Use scarecrows for birds,Mulching to retain moisture,Wilt,Crop rotation helps
Rajasthan,Alluvial,Bajra,DAP,Hard,Goats,Seed Drill,20,1,Wheat,1000,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Use scarecrows for birds,Use drip irrigation,Downy Mildew,Apply fungicides
Rajasthan,Sandy,Mustard,Urea,Hard,Goats,None,24,1,Gram,1100,"Urea: 60 kg/ha, Compost: 1300 kg/ha",Fence fields for goats,Practice crop rotation,Powdery Mildew,Use sulfur spray
Rajasthan,Alluvial,Guar,Urea,Hard,Goats,None,22,2,Bajra,1150,"Urea: 85 kg/ha, Compost: 1550 kg/ha",Install windbreaks for sandstorms,Use drip irrigation,Root Rot,Improve soil drainage
Rajasthan,Sandy,Groundnut,NPK,Soft,Camels,Combine,18,2,Barley,1600,"Compost: 1600 kg/ha, NPK: 100 kg/ha",Install windbreaks for sandstorms,Mulching to retain moisture,Tikka Disease,Apply Bordeaux mixture
Rajasthan,Alluvial,Gram,Urea,Soft,None,Sprayer,26,1,Cotton,900,"DAP: 90 kg/ha, Compost: 1400 kg/ha",Install windbreaks for sandstorms,Use drip irrigation,Wilt,Crop rotation helps
Rajasthan,Alluvial,Guar,DAP,Hard,Buffalo,None,22,3,Bajra,1150,"Urea: 85 kg/ha, Compost: 1550 kg/ha",Use scarecrows for birds,Use drip irrigation,Root Rot,Improve soil drainage
Rajasthan,Sandy,Guar,Compost,Hard,Buffalo,None,43,1,Bajra,1150,"Urea: 85 kg/ha, Compost: 1550 kg/ha",Protect from camels with thorny barriers,Mulching to retain moisture,Root Rot,Improve soil drainage
Rajasthan,Loamy,Mustard,Urea,Soft,Cattle,None,15,3,Gram,1100,"Urea: 60 kg/ha, Compost: 1300 kg/ha",Install windbreaks for sandstorms,Use drip irrigation,Powdery Mildew,Use sulfur spray
Rajasthan,Alluvial,Mustard,NPK,Hard,Camels,None,22,2,Gram,1100,"Urea: 60 kg/ha, Compost: 1300 kg/ha",Use scarecrows for birds,Practice crop rotation,Powdery Mildew,Use sulfur spray
Rajasthan,Sandy,Mustard,DAP,Soft,None,None,30,3,Gram,1100,"Urea: 60 kg/ha, Compost: 1300 kg/ha",Protect from camels with thorny barriers,Practice crop rotation,Powdery Mildew,Use sulfur spray
Rajasthan,Alluvial,Jowar,Urea,Soft,Cattle,None,25,3,Guar,1050,"NPK: 105 kg/ha, Compost: 1450 kg/ha",Use scarecrows for birds,Mulching to retain moisture,Anthracnose,Apply copper-based fungicide
Rajasthan,Alluvial,Mustard,NPK,Soft,None,None,27,3,Gram,1100,"Urea: 60 kg/ha, Compost: 1300 kg/ha",Protect from camels with thorny barriers,Use drip irrigation,Powdery Mildew,Use sulfur spray
Rajasthan,Black Cotton,Cotton,Urea,Hard,Buffalo,Power Tiller,30,3,Maize,2000,"NPK: 110 kg/ha, Urea: 70 kg/ha",Fence fields for goats,Practice crop rotation,Bollworm,Use biological control
Rajasthan,Loamy,Maize,DAP,Hard,Camels,Sprayer,21,2,Groundnut,1800,"Urea: 100 kg/ha, DAP: 95 kg/ha",Protect from camels with thorny barriers,Use drip irrigation,Stem Borer,Use pest-resistant seeds
Rajasthan,Sandy,Mustard,NPK,Soft,Sheep,None,37,3,Gram,1100,"Urea: 60 kg/ha, Compost: 1300 kg/ha",Use scarecrows for birds,Use drip irrigation,Powdery Mildew,Use sulfur spray
Rajasthan,Black Cotton,Wheat,DAP,Soft,Goats,Thrasher,22,3,Mustard,1200,"DAP: 100 kg/ha, NPK: 120 kg/ha",Fence fields for goats,Mulching to retain moisture,Rust,Use resistant varieties
Rajasthan,Loamy,Cotton,Compost,Hard,Cattle,Sprayer,20,2,Maize,2000,"NPK: 110 kg/ha, Urea: 70 kg/ha",Protect from camels with thorny barriers,Mulching to retain moisture,Bollworm,Use biological control
Rajasthan,Sandy,Cotton,Compost,Soft,None,Sprayer,38,2,Maize,2000,"NPK: 110 kg/ha, Urea: 70 kg/ha",Protect from camels with thorny barriers,Mulching to retain moisture,Bollworm,Use biological control
Rajasthan,Loamy,Bajra,Urea,Hard,Buffalo,Harvester,41,2,Wheat,1000,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Use scarecrows for birds,Use drip irrigation,Downy Mildew,Apply fungicides
Rajasthan,Sandy,Gram,DAP,Soft,Buffalo,Sprayer,40,2,Cotton,900,"DAP: 90 kg/ha, Compost: 1400 kg/ha",Use scarecrows for birds,Practice crop rotation,Wilt,Crop rotation helps
Rajasthan,Loamy,Jowar,NPK,Soft,None,None,26,3,Guar,1050,"NPK: 105 kg/ha, Compost: 1450 kg/ha",Fence fields for goats,Mulching to retain moisture,Anthracnose,Apply copper-based fungicide
Rajasthan,Alluvial,Barley,DAP,Soft,Sheep,None,39,3,Jowar,950,"Urea: 75 kg/ha, DAP: 85 kg/ha",Use scarecrows for birds,Mulching to retain moisture,Smut,Use treated seeds
Rajasthan,Sandy,Wheat,Urea,Hard,Buffalo,Sprayer,21,2,Mustard,1200,"DAP: 100 kg/ha, NPK: 120 kg/ha",Fence fields for goats,Use drip irrigation,Rust,Use resistant varieties
Rajasthan,Black Cotton,Cotton,NPK,Soft,Camels,Combine,37,3,Maize,2000,"NPK: 110 kg/ha, Urea: 70 kg/ha",Fence fields for goats,Practice crop rotation,Bollworm,Use biological control
Rajasthan,Sandy,Gram,DAP,Hard,Camels,Cultivator,35,3,Cotton,900,"DAP: 90 kg/ha, Compost: 1400 kg/ha",Use scarecrows for birds,Practice crop rotation,Wilt,Crop rotation helps
Rajasthan,Loamy,Maize,NPK,Soft,Camels,Power Tiller,39,1,Groundnut,1800,"Urea: 100 kg/ha, DAP: 95 kg/ha",Install windbreaks for sandstorms,Mulching to retain moisture,Stem Borer,Use pest-resistant seeds
Rajasthan,Black Cotton,Bajra,Urea,Soft,None,Thrasher,22,1,Wheat,1000,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Install windbreaks for sandstorms,Use drip irrigation,Downy Mildew,Apply fungicides
Rajasthan,Black Cotton,Wheat,Urea,Hard,Goats,Sprayer,34,2,Mustard,1200,"DAP: 100 kg/ha, NPK: 120 kg/ha",Use scarecrows for birds,Use drip irrigation,Rust,Use resistant varieties
Rajasthan,Sandy,Barley,Urea,Hard,Sheep,None,27,2,Jowar,950,"Urea: 75 kg/ha, DAP: 85 kg/ha",Use scarecrows for birds,Practice crop rotation,Smut,Use treated seeds
Rajasthan,Loamy,Cotton,NPK,Hard,Cattle,Sprayer,34,2,Maize,2000,"NPK: 110 kg/ha, Urea: 70 kg/ha",Install windbreaks for sandstorms,Practice crop rotation,Bollworm,Use biological control
Rajasthan,Black Cotton,Bajra,NPK,Hard,Camels,Harvester,19,3,Wheat,1000,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Use scarecrows for birds,Mulching to retain moisture,Downy Mildew,Apply fungicides
Rajasthan,Loamy,Bajra,NPK,Hard,None,Seed Drill,30,2,Wheat,1000,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Protect from camels with thorny barriers,Practice crop rotation,Downy Mildew,Apply fungicides
Rajasthan,Loamy,Mustard,Urea,Soft,Sheep,None,40,2,Gram,1100,"Urea: 60 kg/ha, Compost: 1300 kg/ha",Fence fields for goats,Practice crop rotation,Powdery Mildew,Use sulfur spray
Rajasthan,Black Cotton,Bajra,Urea,Soft,Sheep,Harvester,25,2,Wheat,1000,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Fence fields for goats,Mulching to retain moisture,Downy Mildew,Apply fungicides
Rajasthan,Sandy,Barley,Compost,Hard,Buffalo,None,16,1,Jowar,950,"Urea: 75 kg/ha, DAP: 85 kg/ha",Protect from camels with thorny barriers,Practice crop rotation,Smut,Use treated seeds
Rajasthan,Black Cotton,Gram,NPK,Hard,Sheep,Plough,40,3,Cotton,900,"DAP: 90 kg/ha, Compost: 1400 kg/ha",Install windbreaks for sandstorms,Practice crop rotation,Wilt,Crop rotation helps
Rajasthan,Alluvial,Maize,Urea,Soft,Camels,Rotavator,18,3,Groundnut,1800,"Urea: 100 kg/ha, DAP: 95 kg/ha",Protect from camels with thorny barriers,Mulching to retain moisture,Stem Borer,Use pest-resistant seeds
Rajasthan,Black Cotton,Cotton,Compost,Hard,Goats,Combine,18,3,Maize,2000,"NPK: 110 kg/ha, Urea: 70 kg/ha",Use scarecrows for birds,Mulching to retain moisture,Bollworm,Use biological control
Rajasthan,Loamy,Groundnut,Urea,Hard,Camels,Combine,21,3,Barley,1600,"Compost: 1600 kg/ha, NPK: 100 kg/ha",Protect from camels with thorny barriers,Mulching to retain moisture,Tikka Disease,Apply Bordeaux mixture
Rajasthan,Sandy,Bajra,DAP,Hard,None,Thrasher,37,2,Wheat,1000,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Fence fields for goats,Practice crop rotation,Downy Mildew,Apply fungicides
Rajasthan,Sandy,Bajra,Urea,Hard,Camels,Thrasher,24,3,Wheat,1000,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Fence fields for goats,Use drip irrigation,Downy Mildew,Apply fungicides
Rajasthan,Black Cotton,Jowar,Urea,Hard,Cattle,None,35,1,Guar,1050,"NPK: 105 kg/ha, Compost: 1450 kg/ha",Protect from camels with thorny barriers,Mulching to retain moisture,Anthracnose,Apply copper-based fungicide
Rajasthan,Black Cotton,Maize,DAP,Soft,None,Sprayer,16,1,Groundnut,1800,"Urea: 100 kg/ha, DAP: 95 kg/ha",Use scarecrows for birds,Practice crop rotation,Stem Borer,Use pest-resistant seeds
Rajasthan,Loamy,Wheat,Compost,Soft,Goats,Plough,42,2,Mustard,1200,"DAP: 100 kg/ha, NPK: 120 kg/ha",Use scarecrows for birds,Practice crop rotation,Rust,Use resistant varieties
Rajasthan,Sandy,Gram,DAP,Hard,Goats,Plough,26,1,Cotton,900,"DAP: 90 kg/ha, Compost: 1400 kg/ha",Fence fields for goats,Practice crop rotation,Wilt,Crop rotation helps
Rajasthan,Black Cotton,Mustard,Urea,Hard,Sheep,None,15,2,Gram,1100,"Urea: 60 kg/ha, Compost: 1300 kg/ha",Protect from camels with thorny barriers,Mulching to retain moisture,Powdery Mildew,Use sulfur spray
Rajasthan,Alluvial,Barley,Urea,Soft,Buffalo,None,26,2,Jowar,950,"Urea: 75 kg/ha, DAP: 85 kg/ha",Use scarecrows for birds,Practice crop rotation,Smut,Use treated seeds
Rajasthan,Loamy,Gram,NPK,Soft,None,Power Weeder,40,3,Cotton,900,"DAP: 90 kg/ha, Compost: 1400 kg/ha",Use scarecrows for birds,Practice crop rotation,Wilt,Crop rotation helps
Rajasthan,Alluvial,Cotton,DAP,Soft,Sheep,Combine,24,1,Maize,2000,"NPK: 110 kg/ha, Urea: 70 kg/ha",Fence fields for goats,Mulching to retain moisture,Bollworm,Use biological control
Rajasthan,Black Cotton,Wheat,Urea,Soft,None,Sprayer,25,1,Mustard,1200,"DAP: 100 kg/ha, NPK: 120 kg/ha",Protect from camels with thorny barriers,Mulching to retain moisture,Rust,Use resistant varieties
Rajasthan,Black Cotton,Gram,Compost,Hard,Camels,Sprayer,18,2,Cotton,900,"DAP: 90 kg/ha, Compost: 1400 kg/ha",Use scarecrows for birds,Practice crop rotation,Wilt,Crop rotation helps
Rajasthan,Loamy,Jowar,DAP,Soft,None,None,37,1,Guar,1050,"NPK: 105 kg/ha, Compost: 1450 kg/ha",Protect from camels with thorny barriers,Use drip irrigation,Anthracnose,Apply copper-based fungicide
Rajasthan,Black Cotton,Wheat,DAP,Hard,Goats,Thrasher,32,3,Mustard,1200,"DAP: 100 kg/ha, NPK: 120 kg/ha",Fence fields for goats,Use drip irrigation,Rust,Use resistant varieties
Rajasthan,Black Cotton,Gram,Urea,Hard,Cattle,Cultivator,26,1,Cotton,900,"DAP: 90 kg/ha, Compost: 1400 kg/ha",Install windbreaks for sandstorms,Mulching to retain moisture,Wilt,Crop rotation helps
Rajasthan,Loamy,Groundnut,DAP,Soft,Camels,Combine,20,2,Barley,1600,"Compost: 1600 kg/ha, NPK: 100 kg/ha",Use scarecrows for birds,Use drip irrigation,Tikka Disease,Apply Bordeaux mixture
Sikkim,Sandy,Rice,DAP,Soft,Pigs,Combine,17,1,Maize,5000,"Compost: 1500 kg/ha, Urea: 80 kg/ha",Apply organic mulch to prevent soil erosion,Practice mulching,Blast,Apply fungicides
Sikkim,Clay,Ginger,DAP,Hard,Pigs,None,4,2,Orange,2000,"Compost: 1600 kg/ha, Urea: 75 kg/ha",Cover crops to deter monkeys,Practice mulching,Rhizome Rot,Use disease-free planting material
Sikkim,Sandy,Cabbage,Urea,Soft,Cattle,Seed Drill,2,3,Rice,2600,"NPK: 100 kg/ha, Compost: 1500 kg/ha",Fence fields for cattle,Adopt organic composting,Black Rot,Rotate crops regularly
Sikkim,Loamy,Potato,NPK,Soft,Cattle,Sprayer,2,2,Tea,2800,"Compost: 1550 kg/ha, Urea: 90 kg/ha",Fence fields for cattle,Use terrace farming,Late Blight,Apply Bordeaux mixture
Sikkim,Sandy,Maize,NPK,Hard,None,Plough,4,3,Millets,2500,"DAP: 100 kg/ha, NPK: 90 kg/ha",Fence fields for cattle,Practice mulching,Leaf Blight,Use resistant varieties
Sikkim,Loamy,Cardamom,DAP,Hard,Goats,None,18,1,Ginger,1800,"NPK: 120 kg/ha, Compost: 1300 kg/ha",Use netting to protect fruit trees,Practice mulching,Wilt,Improve soil drainage
Sikkim,Clay,Maize,Urea,Soft,None,Sprayer,8,2,Millets,2500,"DAP: 100 kg/ha, NPK: 90 kg/ha",Fence fields for cattle,Use terrace farming,Leaf Blight,Use resistant varieties
Sikkim,Loamy,Potato,DAP,Soft,Goats,Brush Cutter,14,3,Tea,2800,"Compost: 1550 kg/ha, Urea: 90 kg/ha",Use netting to protect fruit trees,Use terrace farming,Late Blight,Apply Bordeaux mixture
Sikkim,Clay,Cardamom,DAP,Hard,Pigs,None,15,3,Ginger,1800,"NPK: 120 kg/ha, Compost: 1300 kg/ha",Use netting to protect fruit trees,Use terrace farming,Wilt,Improve soil drainage
Sikkim,Loamy,Cabbage,NPK,Hard,Poultry,Combine,6,1,Rice,2600,"NPK: 100 kg/ha, Compost: 1500 kg/ha",Cover crops to deter monkeys,Use terrace farming,Black Rot,Rotate crops regularly
Sikkim,Loamy,Ginger,Compost,Soft,None,None,3,3,Orange,2000,"Compost: 1600 kg/ha, Urea: 75 kg/ha",Use netting to protect fruit trees,Practice mulching,Rhizome Rot,Use disease-free planting material
Sikkim,Sandy,Rice,Urea,Hard,Pigs,Combine,5,1,Maize,5000,"Compost: 1500 kg/ha, Urea: 80 kg/ha",Cover crops to deter monkeys,Adopt organic composting,Blast,Apply fungicides
Sikkim,Mountain Soil,Rice,NPK,Soft,Goats,Cultivator,17,2,Maize,5000,"Compost: 1500 kg/ha, Urea: 80 kg/ha",Use netting to protect fruit trees,Practice mulching,Blast,Apply fungicides
Sikkim,Loamy,Apple,Urea,Soft,None,None,15,2,Cabbage,3500,"Urea: 85 kg/ha, DAP: 95 kg/ha",Apply organic mulch to prevent soil erosion,Practice mulching,Scab,Use resistant varieties
Sikkim,Loamy,Apple,Urea,Soft,Goats,None,18,3,Cabbage,3500,"Urea: 85 kg/ha, DAP: 95 kg/ha",Use netting to protect fruit trees,Practice mulching,Scab,Use resistant varieties
Sikkim,Mountain Soil,Millets,Urea,Hard,Goats,None,11,3,Cardamom,2200,"Urea: 70 kg/ha, Compost: 1400 kg/ha",Apply organic mulch to prevent soil erosion,Use terrace farming,Rust,Apply sulfur spray
Sikkim,Mountain Soil,Ginger,Compost,Hard,Yaks,None,3,3,Orange,2000,"Compost: 1600 kg/ha, Urea: 75 kg/ha",Fence fields for cattle,Adopt organic composting,Rhizome Rot,Use disease-free planting material
Sikkim,Clay,Cabbage,NPK,Soft,Cattle,Plough,7,3,Rice,2600,"NPK: 100 kg/ha, Compost: 1500 kg/ha",Cover crops to deter monkeys,Use terrace farming,Black Rot,Rotate crops regularly
Sikkim,Sandy,Cardamom,NPK,Hard,Pigs,None,18,1,Ginger,1800,"NPK: 120 kg/ha, Compost: 1300 kg/ha",Apply organic mulch to prevent soil erosion,Adopt organic composting,Wilt,Improve soil drainage
Sikkim,Clay,Millets,Compost,Soft,Goats,None,10,3,Cardamom,2200,"Urea: 70 kg/ha, Compost: 1400 kg/ha",Fence fields for cattle,Practice mulching,Rust,Apply sulfur spray
Sikkim,Mountain Soil,Potato,Urea,Hard,Goats,Trailer,16,3,Tea,2800,"Compost: 1550 kg/ha, Urea: 90 kg/ha",Cover crops to deter monkeys,Adopt organic composting,Late Blight,Apply Bordeaux mixture
Sikkim,Mountain Soil,Ginger,Compost,Soft,None,None,18,2,Orange,2000,"Compost: 1600 kg/ha, Urea: 75 kg/ha",Fence fields for cattle,Use terrace farming,Rhizome Rot,Use disease-free planting material
Sikkim,Loamy,Potato,Urea,Soft,Poultry,Trailer,6,2,Tea,2800,"Compost: 1550 kg/ha, Urea: 90 kg/ha",Use netting to protect fruit trees,Practice mulching,Late Blight,Apply Bordeaux mixture
Sikkim,Sandy,Tea,Compost,Soft,Goats,None,13,2,Apple,2700,"NPK: 110 kg/ha, Compost: 1450 kg/ha",Fence fields for cattle,Use terrace farming,Blister Blight,Ensure proper pruning
Sikkim,Clay,Tea,Compost,Hard,None,None,17,1,Apple,2700,"NPK: 110 kg/ha, Compost: 1450 kg/ha",Fence fields for cattle,Use terrace farming,Blister Blight,Ensure proper pruning
Sikkim,Mountain Soil,Millets,DAP,Hard,Poultry,None,3,2,Cardamom,2200,"Urea: 70 kg/ha, Compost: 1400 kg/ha",Cover crops to deter monkeys,Practice mulching,Rust,Apply sulfur spray
Sikkim,Clay,Apple,Compost,Soft,Poultry,None,8,1,Cabbage,3500,"Urea: 85 kg/ha, DAP: 95 kg/ha",Apply organic mulch to prevent soil erosion,Use terrace farming,Scab,Use resistant varieties
Sikkim,Clay,Orange,NPK,Hard,Cattle,None,7,2,Potato,3000,"NPK: 140 kg/ha, DAP: 85 kg/ha",Use netting to protect fruit trees,Adopt organic composting,Citrus Canker,Use copper-based spray
Sikkim,Sandy,Apple,Compost,Soft,None,None,2,3,Cabbage,3500,"Urea: 85 kg/ha, DAP: 95 kg/ha",Fence fields for cattle,Use terrace farming,Scab,Use resistant varieties
Sikkim,Loamy,Maize,NPK,Hard,None,Power Weeder,10,3,Millets,2500,"DAP: 100 kg/ha, NPK: 90 kg/ha",Cover crops to deter monkeys,Use terrace farming,Leaf Blight,Use resistant varieties
Sikkim,Clay,Tea,Compost,Soft,Poultry,None,5,3,Apple,2700,"NPK: 110 kg/ha, Compost: 1450 kg/ha",Apply organic mulch to prevent soil erosion,Adopt organic composting,Blister Blight,Ensure proper pruning
Sikkim,Loamy,Tea,Compost,Hard,Goats,None,13,3,Apple,2700,"NPK: 110 kg/ha, Compost: 1450 kg/ha",Use netting to protect fruit trees,Adopt organic composting,Blister Blight,Ensure proper pruning
Sikkim,Loamy,Potato,Compost,Hard,Poultry,Power Weeder,5,2,Tea,2800,"Compost: 1550 kg/ha, Urea: 90 kg/ha",Use netting to protect fruit trees,Use terrace farming,Late Blight,Apply Bordeaux mixture
Sikkim,Loamy,Potato,Compost,Hard,Poultry,Trailer,14,2,Tea,2800,"Compost: 1550 kg/ha, Urea: 90 kg/ha",Cover crops to deter monkeys,Use terrace farming,Late Blight,Apply Bordeaux mixture
Sikkim,Clay,Maize,DAP,Hard,Yaks,Plough,17,1,Millets,2500,"DAP: 100 kg/ha, NPK: 90 kg/ha",Apply organic mulch to prevent soil erosion,Use terrace farming,Leaf Blight,Use resistant varieties
Sikkim,Mountain Soil,Potato,DAP,Soft,Yaks,Sprayer,6,1,Tea,2800,"Compost: 1550 kg/ha, Urea: 90 kg/ha",Use netting to protect fruit trees,Practice mulching,Late Blight,Apply Bordeaux mixture
Sikkim,Clay,Ginger,Urea,Soft,Poultry,None,8,1,Orange,2000,"Compost: 1600 kg/ha, Urea: 75 kg/ha",Cover crops to deter monkeys,Adopt organic composting,Rhizome Rot,Use disease-free planting material
Sikkim,Mountain Soil,Ginger,DAP,Soft,Yaks,None,5,1,Orange,2000,"Compost: 1600 kg/ha, Urea: 75 kg/ha",Apply organic mulch to prevent soil erosion,Practice mulching,Rhizome Rot,Use disease-free planting material
Sikkim,Loamy,Potato,Compost,Soft,Pigs,Sprayer,8,2,Tea,2800,"Compost: 1550 kg/ha, Urea: 90 kg/ha",Use netting to protect fruit trees,Adopt organic composting,Late Blight,Apply Bordeaux mixture
Sikkim,Sandy,Cabbage,NPK,Hard,Poultry,Plough,5,3,Rice,2600,"NPK: 100 kg/ha, Compost: 1500 kg/ha",Fence fields for cattle,Use terrace farming,Black Rot,Rotate crops regularly
Sikkim,Mountain Soil,Rice,NPK,Hard,Poultry,Power Tiller,14,3,Maize,5000,"Compost: 1500 kg/ha, Urea: 80 kg/ha",Cover crops to deter monkeys,Practice mulching,Blast,Apply fungicides
Sikkim,Mountain Soil,Orange,NPK,Hard,Pigs,None,14,3,Potato,3000,"NPK: 140 kg/ha, DAP: 85 kg/ha",Cover crops to deter monkeys,Adopt organic composting,Citrus Canker,Use copper-based spray
Sikkim,Loamy,Maize,Compost,Soft,Poultry,Plough,7,3,Millets,2500,"DAP: 100 kg/ha, NPK: 90 kg/ha",Apply organic mulch to prevent soil erosion,Practice mulching,Leaf Blight,Use resistant varieties
Sikkim,Mountain Soil,Potato,DAP,Hard,Cattle,Brush Cutter,18,1,Tea,2800,"Compost: 1550 kg/ha, Urea: 90 kg/ha",Use netting to protect fruit trees,Adopt organic composting,Late Blight,Apply Bordeaux mixture
Sikkim,Loamy,Millets,Urea,Hard,Poultry,None,19,2,Cardamom,2200,"Urea: 70 kg/ha, Compost: 1400 kg/ha",Cover crops to deter monkeys,Adopt organic composting,Rust,Apply sulfur spray
Sikkim,Mountain Soil,Cabbage,NPK,Soft,Pigs,Power Tiller,2,2,Rice,2600,"NPK: 100 kg/ha, Compost: 1500 kg/ha",Apply organic mulch to prevent soil erosion,Adopt organic composting,Black Rot,Rotate crops regularly
Sikkim,Loamy,Millets,NPK,Soft,Poultry,None,17,1,Cardamom,2200,"Urea: 70 kg/ha, Compost: 1400 kg/ha",Fence fields for cattle,Practice mulching,Rust,Apply sulfur spray
Sikkim,Mountain Soil,Cardamom,NPK,Hard,None,None,9,2,Ginger,1800,"NPK: 120 kg/ha, Compost: 1300 kg/ha",Fence fields for cattle,Use terrace farming,Wilt,Improve soil drainage
Sikkim,Loamy,Cardamom,DAP,Soft,Pigs,None,6,3,Ginger,1800,"NPK: 120 kg/ha, Compost: 1300 kg/ha",Cover crops to deter monkeys,Adopt organic composting,Wilt,Improve soil drainage
Sikkim,Loamy,Ginger,Compost,Hard,Pigs,None,3,1,Orange,2000,"Compost: 1600 kg/ha, Urea: 75 kg/ha",Fence fields for cattle,Use terrace farming,Rhizome Rot,Use disease-free planting material
Sikkim,Loamy,Potato,Compost,Soft,Yaks,Sprayer,8,1,Tea,2800,"Compost: 1550 kg/ha, Urea: 90 kg/ha",Cover crops to deter monkeys,Adopt organic composting,Late Blight,Apply Bordeaux mixture
Sikkim,Clay,Cardamom,Compost,Soft,Pigs,None,16,2,Ginger,1800,"NPK: 120 kg/ha, Compost: 1300 kg/ha",Cover crops to deter monkeys,Practice mulching,Wilt,Improve soil drainage
Sikkim,Sandy,Potato,NPK,Soft,Pigs,Trailer,18,3,Tea,2800,"Compost: 1550 kg/ha, Urea: 90 kg/ha",Apply organic mulch to prevent soil erosion,Practice mulching,Late Blight,Apply Bordeaux mixture
